SystemCodeNumber,Capacity,Occupancy,LastUpdated,occupancy_rate
BHMBCCMKT01,577,154,2016-11-13 12:27:31,0.2668977469670711
BHMBCCPST01,317,145,2016-11-13 12:27:31,0.45741324921135645
BHMBCCSNH01,863,433,2016-11-13 12:27:31,0.5017381228273464
BHMBCCTHL01,387,339,2016-11-13 12:27:31,0.875968992248062
BHMBRCBRG02,1194,879,2016-11-13 12:27:31,0.7361809045226131
BHMBRCBRG03,849,274,2016-11-13 12:27:31,0.32273262661955243
BHMEURBRD01,470,81,2016-11-13 12:27:31,0.1723404255319149
BHMEURBRD02,220,7,2016-11-13 12:27:31,0.031818181818181815
BHMMBMMBX01,687,229,2016-11-13 12:27:31,0.3333333333333333
BHMNCPHST01,1200,296,2016-11-13 12:27:31,0.24666666666666667
BHMNCPLDH01,720,290,2016-11-13 12:27:31,0.4027777777777778
BHMNCPNST01,485,201,2016-11-13 12:27:31,0.4144329896907217
BHMNCPPLS01,450,102,2016-11-13 12:27:31,0.22666666666666666
Broad Street,690,88,2016-11-13 12:27:31,0.12753623188405797
Bull Ring,3053,2166,2016-11-13 12:27:31,0.709466098919096
NIA Car Parks,1268,133,2016-11-13 12:27:31,0.10488958990536278
NIA South,788,135,2016-11-13 12:27:31,0.1713197969543147
Others-CCCPS105a,2009,871,2016-11-13 12:27:31,0.4335490293678447
Others-CCCPS119a,2803,473,2016-11-13 12:27:31,0.16874777024616483
Others-CCCPS133,4675,2698,2016-11-13 12:27:31,0.5771122994652407
Others-CCCPS135a,3883,1083,2016-11-13 12:27:31,0.27890806077774916
Others-CCCPS202,2937,628,2016-11-13 12:27:31,0.21382362955396664
Others-CCCPS8,1322,642,2016-11-13 12:27:31,0.4856278366111952
Others-CCCPS98,3103,564,2016-11-13 12:27:31,0.18175958749597165
Shopping,1920,586,2016-11-13 12:27:31,0.30520833333333336
BHMBCCMKT01,577,191,2016-11-13 13:07:31,0.3310225303292894
BHMBCCPST01,317,146,2016-11-13 13:07:31,0.4605678233438486
BHMBCCSNH01,863,473,2016-11-13 13:07:31,0.5480880648899189
BHMBCCTHL01,387,345,2016-11-13 13:07:31,0.8914728682170543
BHMBRCBRG02,1194,1028,2016-11-13 13:07:31,0.8609715242881072
BHMBRCBRG03,849,312,2016-11-13 13:07:31,0.3674911660777385
BHMEURBRD01,470,93,2016-11-13 13:07:31,0.19787234042553192
BHMEURBRD02,220,4,2016-11-13 13:07:31,0.01818181818181818
BHMMBMMBX01,687,289,2016-11-13 13:07:31,0.42066957787481807
BHMNCPHST01,1200,321,2016-11-13 13:07:31,0.2675
BHMNCPLDH01,720,304,2016-11-13 13:07:31,0.4222222222222222
BHMNCPNST01,485,213,2016-11-13 13:07:31,0.43917525773195876
BHMNCPPLS01,450,140,2016-11-13 13:07:31,0.3111111111111111
BHMNCPRAN01,600,58,2016-11-13 13:07:31,0.09666666666666666
Broad Street,690,97,2016-11-13 13:07:31,0.14057971014492754
Bull Ring,3053,2351,2016-11-13 13:07:31,0.7700622338683263
NIA Car Parks,1268,137,2016-11-13 13:07:31,0.10804416403785488
NIA South,788,137,2016-11-13 13:07:31,0.17385786802030456
Others-CCCPS105a,2009,987,2016-11-13 13:07:31,0.4912891986062718
Others-CCCPS119a,2803,483,2016-11-13 13:07:31,0.17231537638244737
Others-CCCPS133,4675,2993,2016-11-13 13:07:31,0.6402139037433155
Others-CCCPS135a,3883,1156,2016-11-13 13:07:31,0.297707957764615
Others-CCCPS202,2937,655,2016-11-13 13:07:31,0.223016683690841
Others-CCCPS8,1322,698,2016-11-13 13:07:31,0.5279878971255674
Others-CCCPS98,3103,640,2016-11-13 13:07:31,0.20625201417982597
Shopping,1920,625,2016-11-13 13:07:31,0.3255208333333333
BHMBCCMKT01,577,204,2016-11-13 13:33:34,0.3535528596187175
BHMBCCPST01,317,146,2016-11-13 13:33:34,0.4605678233438486
BHMBCCSNH01,863,487,2016-11-13 13:33:34,0.5643105446118193
BHMBCCTHL01,387,345,2016-11-13 13:33:34,0.8914728682170543
BHMBRCBRG01,1010,1009,2016-11-13 13:33:34,0.999009900990099
BHMBRCBRG02,1194,1114,2016-11-13 13:33:34,0.932998324958124
BHMBRCBRG03,849,337,2016-11-13 13:33:34,0.39693757361601884
BHMEURBRD01,470,109,2016-11-13 13:33:34,0.23191489361702128
BHMEURBRD02,220,2,2016-11-13 13:33:34,0.00909090909090909
BHMMBMMBX01,687,318,2016-11-13 13:33:34,0.462882096069869
BHMNCPHST01,1200,325,2016-11-13 13:33:34,0.2708333333333333
BHMNCPLDH01,720,309,2016-11-13 13:33:34,0.42916666666666664
BHMNCPNST01,485,217,2016-11-13 13:33:34,0.44742268041237115
BHMNCPPLS01,450,156,2016-11-13 13:33:34,0.3466666666666667
BHMNCPRAN01,600,57,2016-11-13 13:33:34,0.095
Broad Street,690,111,2016-11-13 13:33:34,0.1608695652173913
Bull Ring,3053,2460,2016-11-13 13:33:34,0.8057648214870619
NIA Car Parks,1268,131,2016-11-13 13:33:34,0.10331230283911672
NIA South,788,129,2016-11-13 13:33:34,0.16370558375634517
Others-CCCPS105a,2009,1036,2016-11-13 13:33:34,0.5156794425087108
Others-CCCPS119a,2803,477,2016-11-13 13:33:34,0.17017481270067786
Others-CCCPS133,4675,3151,2016-11-13 13:33:34,0.6740106951871657
Others-CCCPS135a,3883,1178,2016-11-13 13:33:34,0.3033736801442184
Others-CCCPS202,2937,673,2016-11-13 13:33:34,0.22914538644875723
Others-CCCPS8,1322,718,2016-11-13 13:33:34,0.5431164901664145
Others-CCCPS98,3103,667,2016-11-13 13:33:34,0.21495327102803738
Shopping,1920,634,2016-11-13 13:33:34,0.3302083333333333
BHMBCCMKT01,577,220,2016-11-13 14:00:35,0.38128249566724437
BHMBCCPST01,317,153,2016-11-13 14:00:35,0.48264984227129337
BHMBCCSNH01,863,487,2016-11-13 14:00:35,0.5643105446118193
BHMBCCTHL01,387,345,2016-11-13 14:00:35,0.8914728682170543
BHMBRCBRG01,1010,1009,2016-11-13 14:00:35,0.999009900990099
BHMBRCBRG02,1194,1172,2016-11-13 14:00:35,0.981574539363484
BHMBRCBRG03,849,353,2016-11-13 14:00:35,0.41578327444051827
BHMEURBRD01,470,107,2016-11-13 14:00:35,0.2276595744680851
BHMEURBRD02,220,3,2016-11-13 14:00:35,0.013636363636363636
BHMMBMMBX01,687,334,2016-11-13 14:00:35,0.4861717612809316
BHMNCPHST01,1200,341,2016-11-13 14:00:35,0.2841666666666667
BHMNCPLDH01,720,311,2016-11-13 14:00:35,0.43194444444444446
BHMNCPNST01,485,214,2016-11-13 14:00:35,0.44123711340206184
BHMNCPPLS01,450,152,2016-11-13 14:00:35,0.3377777777777778
BHMNCPRAN01,600,54,2016-11-13 14:00:35,0.09
Broad Street,690,110,2016-11-13 14:00:35,0.15942028985507245
Bull Ring,3053,2534,2016-11-13 14:00:35,0.830003275466754
NIA Car Parks,1268,127,2016-11-13 14:00:35,0.10015772870662461
NIA South,788,127,2016-11-13 14:00:35,0.16116751269035534
Others-CCCPS105a,2009,1045,2016-11-13 14:00:35,0.5201592832254853
Others-CCCPS119a,2803,474,2016-11-13 14:00:35,0.16910453085979307
Others-CCCPS133,4675,3234,2016-11-13 14:00:35,0.691764705882353
Others-CCCPS135a,3883,1193,2016-11-13 14:00:35,0.30723667267576615
Others-CCCPS202,2937,669,2016-11-13 14:00:35,0.22778345250255363
Others-CCCPS8,1322,711,2016-11-13 14:00:35,0.537821482602118
Others-CCCPS98,3103,677,2016-11-13 14:00:35,0.21817595874959717
Shopping,1920,652,2016-11-13 14:00:35,0.33958333333333335
BHMNCPRAN01,600,57,2016-11-13 14:20:33,0.095
BHMBCCMKT01,577,233,2016-11-13 14:27:35,0.4038128249566724
BHMBCCPST01,317,145,2016-11-13 14:27:35,0.45741324921135645
BHMBCCSNH01,863,467,2016-11-13 14:27:35,0.541135573580533
BHMBCCTHL01,387,345,2016-11-13 14:27:35,0.8914728682170543
BHMBRCBRG01,1010,1003,2016-11-13 14:27:35,0.9930693069306931
BHMBRCBRG02,1194,1167,2016-11-13 14:27:35,0.9773869346733668
BHMBRCBRG03,849,360,2016-11-13 14:27:35,0.42402826855123676
BHMEURBRD01,470,125,2016-11-13 14:27:35,0.26595744680851063
BHMEURBRD02,220,5,2016-11-13 14:27:35,0.022727272727272728
BHMMBMMBX01,687,347,2016-11-13 14:27:35,0.50509461426492
BHMNCPHST01,1200,346,2016-11-13 14:27:35,0.28833333333333333
BHMNCPLDH01,720,290,2016-11-13 14:27:35,0.4027777777777778
BHMNCPNST01,485,219,2016-11-13 14:27:35,0.4515463917525773
BHMNCPPLS01,450,149,2016-11-13 14:27:35,0.33111111111111113
Broad Street,690,130,2016-11-13 14:27:35,0.18840579710144928
Bull Ring,3053,2530,2016-11-13 14:27:35,0.828693088765149
NIA Car Parks,1268,128,2016-11-13 14:27:35,0.10094637223974763
NIA South,788,129,2016-11-13 14:27:35,0.16370558375634517
Others-CCCPS105a,2009,1060,2016-11-13 14:27:35,0.5276256844201095
Others-CCCPS119a,2803,475,2016-11-13 14:27:35,0.16946129147342134
Others-CCCPS133,4675,3245,2016-11-13 14:27:35,0.6941176470588235
Others-CCCPS135a,3883,1160,2016-11-13 14:27:35,0.29873808910636107
Others-CCCPS202,2937,694,2016-11-13 14:27:35,0.2362955396663262
Others-CCCPS8,1322,713,2016-11-13 14:27:35,0.5393343419062028
Others-CCCPS98,3103,696,2016-11-13 14:27:35,0.22429906542056074
Shopping,1920,636,2016-11-13 14:27:35,0.33125
BHMBCCMKT01,577,220,2016-11-13 15:00:35,0.38128249566724437
BHMBCCPST01,317,141,2016-11-13 15:00:35,0.444794952681388
BHMBCCSNH01,863,439,2016-11-13 15:00:35,0.5086906141367323
BHMBCCTHL01,387,336,2016-11-13 15:00:35,0.8682170542635659
BHMBRCBRG01,1010,981,2016-11-13 15:00:35,0.9712871287128713
BHMBRCBRG02,1194,1136,2016-11-13 15:00:35,0.9514237855946399
BHMBRCBRG03,849,349,2016-11-13 15:00:35,0.4110718492343934
BHMEURBRD01,470,125,2016-11-13 15:00:35,0.26595744680851063
BHMEURBRD02,220,3,2016-11-13 15:00:35,0.013636363636363636
BHMMBMMBX01,687,351,2016-11-13 15:00:35,0.5109170305676856
BHMNCPHST01,1200,321,2016-11-13 15:00:35,0.2675
BHMNCPLDH01,720,281,2016-11-13 15:00:35,0.3902777777777778
BHMNCPNST01,485,212,2016-11-13 15:00:35,0.43711340206185567
BHMNCPPLS01,450,147,2016-11-13 15:00:35,0.32666666666666666
BHMNCPRAN01,600,58,2016-11-13 15:00:35,0.09666666666666666
Broad Street,690,128,2016-11-13 15:00:35,0.1855072463768116
Bull Ring,3053,2466,2016-11-13 15:00:35,0.8077301015394693
NIA Car Parks,1268,112,2016-11-13 15:00:35,0.08832807570977919
NIA South,788,112,2016-11-13 15:00:35,0.14213197969543148
Others-CCCPS105a,2009,1046,2016-11-13 15:00:35,0.520657043305127
Others-CCCPS119a,2803,450,2016-11-13 15:00:35,0.16054227613271496
Others-CCCPS133,4675,3176,2016-11-13 15:00:35,0.6793582887700534
Others-CCCPS135a,3883,1099,2016-11-13 15:00:35,0.2830285861447335
Others-CCCPS202,2937,676,2016-11-13 15:00:35,0.23016683690840994
Others-CCCPS8,1322,695,2016-11-13 15:00:35,0.5257186081694403
Others-CCCPS98,3103,677,2016-11-13 15:00:35,0.21817595874959717
Shopping,1920,602,2016-11-13 15:00:35,0.31354166666666666
BHMNCPRAN01,600,58,2016-11-13 15:20:33,0.09666666666666666
BHMBCCMKT01,577,205,2016-11-13 15:27:35,0.35528596187175043
BHMBCCPST01,317,127,2016-11-13 15:27:35,0.40063091482649843
BHMBCCSNH01,863,417,2016-11-13 15:27:35,0.4831981460023175
BHMBCCTHL01,387,311,2016-11-13 15:27:35,0.8036175710594315
BHMBRCBRG01,1010,928,2016-11-13 15:27:35,0.9188118811881189
BHMBRCBRG02,1194,1051,2016-11-13 15:27:35,0.8802345058626466
BHMBRCBRG03,849,325,2016-11-13 15:27:35,0.3828032979976443
BHMEURBRD01,470,148,2016-11-13 15:27:35,0.3148936170212766
BHMEURBRD02,220,3,2016-11-13 15:27:35,0.013636363636363636
BHMMBMMBX01,687,340,2016-11-13 15:27:35,0.4949053857350801
BHMNCPHST01,1200,314,2016-11-13 15:27:35,0.26166666666666666
BHMNCPLDH01,720,266,2016-11-13 15:27:35,0.36944444444444446
BHMNCPNST01,485,202,2016-11-13 15:27:35,0.41649484536082476
BHMNCPPLS01,450,140,2016-11-13 15:27:35,0.3111111111111111
Broad Street,690,151,2016-11-13 15:27:35,0.21884057971014492
Bull Ring,3053,2304,2016-11-13 15:27:35,0.7546675401244677
NIA Car Parks,1268,96,2016-11-13 15:27:35,0.07570977917981073
NIA South,788,96,2016-11-13 15:27:35,0.1218274111675127
Others-CCCPS105a,2009,993,2016-11-13 15:27:35,0.49427575908412147
Others-CCCPS119a,2803,409,2016-11-13 15:27:35,0.14591509097395647
Others-CCCPS133,4675,2986,2016-11-13 15:27:35,0.6387165775401069
Others-CCCPS135a,3883,1055,2016-11-13 15:27:35,0.27169714138552664
Others-CCCPS202,2937,664,2016-11-13 15:27:35,0.22608103506979912
Others-CCCPS8,1322,653,2016-11-13 15:27:35,0.4939485627836611
Others-CCCPS98,3103,640,2016-11-13 15:27:35,0.20625201417982597
Shopping,1920,580,2016-11-13 15:27:35,0.3020833333333333
BHMBCCMKT01,577,170,2016-11-13 16:00:32,0.29462738301559793
BHMBCCPST01,317,106,2016-11-13 16:00:32,0.334384858044164
BHMBCCSNH01,863,380,2016-11-13 16:00:32,0.440324449594438
BHMBCCTHL01,387,274,2016-11-13 16:00:32,0.7080103359173127
BHMBRCBRG01,1010,815,2016-11-13 16:00:32,0.806930693069307
BHMBRCBRG02,1194,885,2016-11-13 16:00:32,0.7412060301507538
BHMBRCBRG03,849,281,2016-11-13 16:00:32,0.3309776207302709
BHMEURBRD01,470,168,2016-11-13 16:00:32,0.3574468085106383
BHMEURBRD02,220,4,2016-11-13 16:00:32,0.01818181818181818
BHMMBMMBX01,687,300,2016-11-13 16:00:32,0.4366812227074236
BHMNCPHST01,1200,273,2016-11-13 16:00:32,0.2275
BHMNCPLDH01,720,243,2016-11-13 16:00:32,0.3375
BHMNCPNST01,485,192,2016-11-13 16:00:32,0.3958762886597938
BHMNCPPLS01,450,113,2016-11-13 16:00:32,0.2511111111111111
BHMNCPRAN01,600,53,2016-11-13 16:00:32,0.08833333333333333
Broad Street,690,172,2016-11-13 16:00:32,0.2492753623188406
Bull Ring,3053,1981,2016-11-13 16:00:32,0.6488699639698657
NIA Car Parks,1268,67,2016-11-13 16:00:32,0.0528391167192429
NIA South,788,67,2016-11-13 16:00:32,0.0850253807106599
Others-CCCPS105a,2009,879,2016-11-13 16:00:32,0.4375311100049776
Others-CCCPS119a,2803,343,2016-11-13 16:00:32,0.12236889047449162
Others-CCCPS133,4675,2586,2016-11-13 16:00:32,0.5531550802139037
Others-CCCPS135a,3883,949,2016-11-13 16:00:32,0.24439866082925574
Others-CCCPS202,2937,638,2016-11-13 16:00:32,0.21722846441947566
Others-CCCPS8,1322,579,2016-11-13 16:00:32,0.4379727685325265
Others-CCCPS98,3103,561,2016-11-13 16:00:32,0.1807927811795037
Shopping,1920,516,2016-11-13 16:00:32,0.26875
BHMBCCMKT01,577,133,2016-11-13 16:27:34,0.23050259965337955
BHMBCCPST01,317,101,2016-11-13 16:27:34,0.3186119873817035
BHMBCCSNH01,863,331,2016-11-13 16:27:34,0.38354577056778677
BHMBCCTHL01,387,232,2016-11-13 16:27:34,0.599483204134367
BHMBRCBRG01,1010,669,2016-11-13 16:27:34,0.6623762376237624
BHMBRCBRG02,1194,697,2016-11-13 16:27:34,0.583752093802345
BHMBRCBRG03,849,229,2016-11-13 16:27:34,0.2697290930506478
BHMEURBRD01,470,171,2016-11-13 16:27:34,0.3638297872340426
BHMEURBRD02,220,5,2016-11-13 16:27:34,0.022727272727272728
BHMMBMMBX01,687,270,2016-11-13 16:27:34,0.3930131004366812
BHMNCPHST01,1200,250,2016-11-13 16:27:34,0.20833333333333334
BHMNCPLDH01,720,215,2016-11-13 16:27:34,0.2986111111111111
BHMNCPNST01,485,188,2016-11-13 16:27:34,0.38762886597938145
BHMNCPPLS01,450,91,2016-11-13 16:27:34,0.20222222222222222
BHMNCPRAN01,600,46,2016-11-13 16:27:34,0.07666666666666666
Broad Street,690,176,2016-11-13 16:27:34,0.25507246376811593
Bull Ring,3053,1595,2016-11-13 16:27:34,0.5224369472649852
NIA Car Parks,1268,49,2016-11-13 16:27:34,0.038643533123028394
NIA South,788,49,2016-11-13 16:27:34,0.06218274111675127
Others-CCCPS105a,2009,781,2016-11-13 16:27:34,0.38875062220009954
Others-CCCPS119a,2803,283,2016-11-13 16:27:34,0.10096325365679629
Others-CCCPS133,4675,2144,2016-11-13 16:27:34,0.4586096256684492
Others-CCCPS135a,3883,842,2016-11-13 16:27:34,0.21684264743754827
Others-CCCPS202,2937,596,2016-11-13 16:27:34,0.20292815798433775
Others-CCCPS8,1322,511,2016-11-13 16:27:34,0.386535552193646
Others-CCCPS98,3103,509,2016-11-13 16:27:34,0.16403480502739284
Shopping,1920,465,2016-11-13 16:27:34,0.2421875
BHMBCCMKT01,577,31,2016-11-14 08:00:37,0.053726169844020795
BHMBCCPST01,317,49,2016-11-14 08:00:37,0.15457413249211358
BHMBCCSNH01,863,244,2016-11-14 08:00:37,0.2827346465816918
BHMBCCTHL01,387,67,2016-11-14 08:00:37,0.1731266149870801
BHMBRCBRG01,1010,62,2016-11-14 08:00:37,0.061386138613861385
BHMBRCBRG02,1194,66,2016-11-14 08:00:37,0.05527638190954774
BHMBRCBRG03,849,59,2016-11-14 08:00:37,0.06949352179034157
BHMEURBRD01,470,114,2016-11-14 08:00:37,0.2425531914893617
BHMEURBRD02,220,45,2016-11-14 08:00:37,0.20454545454545456
BHMMBMMBX01,687,170,2016-11-14 08:00:37,0.24745269286754004
BHMNCPHST01,1200,196,2016-11-14 08:00:37,0.16333333333333333
BHMNCPLDH01,720,352,2016-11-14 08:00:37,0.4888888888888889
BHMNCPNHS01,500,104,2016-11-14 08:00:37,0.208
BHMNCPNST01,485,210,2016-11-14 08:00:37,0.4329896907216495
BHMNCPPLS01,450,5,2016-11-14 08:00:37,0.011111111111111112
BHMNCPRAN01,600,194,2016-11-14 08:00:37,0.3233333333333333
Broad Street,690,159,2016-11-14 08:00:37,0.23043478260869565
Bull Ring,3053,187,2016-11-14 08:00:37,0.06125122830003275
NIA Car Parks,1268,71,2016-11-14 08:00:37,0.055993690851735015
NIA South,788,69,2016-11-14 08:00:37,0.08756345177664974
Others-CCCPS105a,2009,452,2016-11-14 08:00:37,0.22498755599800896
Others-CCCPS119a,2803,140,2016-11-14 08:00:37,0.049946485907955765
Others-CCCPS133,4675,572,2016-11-14 08:00:37,0.1223529411764706
Others-CCCPS135a,3883,1090,2016-11-14 08:00:37,0.2807107906258048
Others-CCCPS202,2937,436,2016-11-14 08:00:37,0.14845080013619338
Others-CCCPS8,1322,282,2016-11-14 08:00:37,0.21331316187594554
Others-CCCPS98,3103,453,2016-11-14 08:00:37,0.14598775378665807
Shopping,1920,548,2016-11-14 08:00:37,0.28541666666666665
BHMNCPPLS01,450,8,2016-11-14 08:13:38,0.017777777777777778
BHMBCCMKT01,577,36,2016-11-14 08:33:40,0.06239168110918544
BHMBCCPST01,317,59,2016-11-14 08:33:40,0.1861198738170347
BHMBCCSNH01,863,352,2016-11-14 08:33:40,0.4078794901506373
BHMBCCTHL01,387,89,2016-11-14 08:33:40,0.22997416020671835
BHMBRCBRG01,1010,76,2016-11-14 08:33:40,0.07524752475247524
BHMBRCBRG02,1194,97,2016-11-14 08:33:40,0.0812395309882747
BHMBRCBRG03,849,76,2016-11-14 08:33:40,0.0895170789163722
BHMEURBRD01,470,183,2016-11-14 08:33:40,0.3893617021276596
BHMEURBRD02,220,76,2016-11-14 08:33:40,0.34545454545454546
BHMMBMMBX01,687,222,2016-11-14 08:33:40,0.3231441048034934
BHMNCPHST01,1200,302,2016-11-14 08:33:40,0.25166666666666665
BHMNCPLDH01,720,446,2016-11-14 08:33:40,0.6194444444444445
BHMNCPNHS01,500,219,2016-11-14 08:33:40,0.438
BHMNCPNST01,485,220,2016-11-14 08:33:40,0.4536082474226804
BHMNCPRAN01,600,293,2016-11-14 08:33:40,0.48833333333333334
Broad Street,690,259,2016-11-14 08:33:40,0.3753623188405797
Bull Ring,3053,249,2016-11-14 08:33:40,0.08155912217490993
NIA Car Parks,1268,118,2016-11-14 08:33:40,0.09305993690851735
NIA South,788,116,2016-11-14 08:33:40,0.14720812182741116
Others-CCCPS105a,2009,539,2016-11-14 08:33:40,0.2682926829268293
Others-CCCPS119a,2803,208,2016-11-14 08:33:40,0.07420620763467713
Others-CCCPS133,4675,699,2016-11-14 08:33:40,0.1495187165775401
Others-CCCPS135a,3883,1612,2016-11-14 08:33:40,0.41514293072366726
Others-CCCPS202,2937,568,2016-11-14 08:33:40,0.19339462036091248
Others-CCCPS8,1322,317,2016-11-14 08:33:40,0.23978819969742815
Others-CCCPS98,3103,561,2016-11-14 08:33:40,0.1807927811795037
Shopping,1920,748,2016-11-14 08:33:40,0.38958333333333334
BHMNCPPLS01,450,9,2016-11-14 08:47:39,0.02
BHMBCCMKT01,577,42,2016-11-14 09:00:38,0.07279029462738301
BHMBCCPST01,317,61,2016-11-14 09:00:38,0.19242902208201892
BHMBCCSNH01,863,456,2016-11-14 09:00:38,0.5283893395133256
BHMBCCTHL01,387,109,2016-11-14 09:00:38,0.28165374677002586
BHMBRCBRG01,1010,87,2016-11-14 09:00:38,0.08613861386138613
BHMBRCBRG02,1194,129,2016-11-14 09:00:38,0.10804020100502512
BHMBRCBRG03,849,84,2016-11-14 09:00:38,0.0989399293286219
BHMEURBRD01,470,258,2016-11-14 09:00:38,0.548936170212766
BHMEURBRD02,220,127,2016-11-14 09:00:38,0.5772727272727273
BHMMBMMBX01,687,266,2016-11-14 09:00:38,0.38719068413391555
BHMNCPHST01,1200,410,2016-11-14 09:00:38,0.3416666666666667
BHMNCPLDH01,720,515,2016-11-14 09:00:38,0.7152777777777778
BHMNCPNHS01,500,323,2016-11-14 09:00:38,0.646
BHMNCPNST01,485,226,2016-11-14 09:00:38,0.465979381443299
BHMNCPRAN01,600,378,2016-11-14 09:00:38,0.63
Broad Street,690,385,2016-11-14 09:00:38,0.5579710144927537
Bull Ring,3053,300,2016-11-14 09:00:38,0.09826400262037341
NIA Car Parks,1268,161,2016-11-14 09:00:38,0.12697160883280756
NIA South,788,154,2016-11-14 09:00:38,0.19543147208121828
Others-CCCPS105a,2009,611,2016-11-14 09:00:38,0.3041314086610254
Others-CCCPS119a,2803,272,2016-11-14 09:00:38,0.09703888690688547
Others-CCCPS133,4675,802,2016-11-14 09:00:38,0.17155080213903742
Others-CCCPS135a,3883,2082,2016-11-14 09:00:38,0.5361833633788308
Others-CCCPS202,2937,720,2016-11-14 09:00:38,0.24514811031664965
Others-CCCPS8,1322,345,2016-11-14 09:00:38,0.2609682299546142
Others-CCCPS98,3103,655,2016-11-14 09:00:38,0.21108604576216564
Shopping,1920,925,2016-11-14 09:00:38,0.4817708333333333
BHMNCPPLS01,450,15,2016-11-14 09:20:38,0.03333333333333333
BHMBCCMKT01,577,61,2016-11-14 09:27:40,0.10571923743500866
BHMBCCPST01,317,70,2016-11-14 09:27:40,0.22082018927444794
BHMBCCSNH01,863,557,2016-11-14 09:27:40,0.645422943221321
BHMBCCTHL01,387,143,2016-11-14 09:27:40,0.3695090439276486
BHMBRCBRG01,1010,139,2016-11-14 09:27:40,0.13762376237623763
BHMBRCBRG02,1194,170,2016-11-14 09:27:40,0.1423785594639866
BHMBRCBRG03,849,112,2016-11-14 09:27:40,0.13191990577149587
BHMEURBRD01,470,310,2016-11-14 09:27:40,0.6595744680851063
BHMEURBRD02,220,153,2016-11-14 09:27:40,0.6954545454545454
BHMMBMMBX01,687,314,2016-11-14 09:27:40,0.4570596797671033
BHMNCPHST01,1200,530,2016-11-14 09:27:40,0.44166666666666665
BHMNCPLDH01,720,593,2016-11-14 09:27:40,0.8236111111111111
BHMNCPNHS01,500,393,2016-11-14 09:27:40,0.786
BHMNCPNST01,485,241,2016-11-14 09:27:40,0.49690721649484537
BHMNCPRAN01,600,436,2016-11-14 09:27:40,0.7266666666666667
Broad Street,690,463,2016-11-14 09:27:40,0.6710144927536232
Bull Ring,3053,421,2016-11-14 09:27:40,0.137897150343924
NIA Car Parks,1268,169,2016-11-14 09:27:40,0.1332807570977918
NIA South,788,169,2016-11-14 09:27:40,0.21446700507614214
Others-CCCPS105a,2009,713,2016-11-14 09:27:40,0.3549029367844699
Others-CCCPS119a,2803,314,2016-11-14 09:27:40,0.11202283267927221
Others-CCCPS133,4675,991,2016-11-14 09:27:40,0.21197860962566845
Others-CCCPS135a,3883,2509,2016-11-14 09:27:40,0.646149884110224
Others-CCCPS202,2937,839,2016-11-14 09:27:40,0.285665645216207
Others-CCCPS8,1322,399,2016-11-14 09:27:40,0.30181543116490167
Others-CCCPS98,3103,726,2016-11-14 09:27:40,0.2339671285852401
Shopping,1920,1123,2016-11-14 09:27:40,0.5848958333333333
BHMBCCMKT01,577,85,2016-11-14 10:00:37,0.14731369150779897
BHMBCCPST01,317,82,2016-11-14 10:00:37,0.2586750788643533
BHMBCCSNH01,863,670,2016-11-14 10:00:37,0.776361529548088
BHMBCCTHL01,387,178,2016-11-14 10:00:37,0.4599483204134367
BHMBRCBRG01,1010,250,2016-11-14 10:00:37,0.24752475247524752
BHMBRCBRG02,1194,260,2016-11-14 10:00:37,0.21775544388609716
BHMBRCBRG03,849,140,2016-11-14 10:00:37,0.16489988221436985
BHMEURBRD01,470,353,2016-11-14 10:00:37,0.7510638297872341
BHMEURBRD02,220,186,2016-11-14 10:00:37,0.8454545454545455
BHMMBMMBX01,687,372,2016-11-14 10:00:37,0.5414847161572053
BHMNCPHST01,1200,635,2016-11-14 10:00:37,0.5291666666666667
BHMNCPLDH01,720,633,2016-11-14 10:00:37,0.8791666666666667
BHMNCPNHS01,500,433,2016-11-14 10:00:37,0.866
BHMNCPNST01,485,258,2016-11-14 10:00:37,0.5319587628865979
BHMNCPPLS01,450,22,2016-11-14 10:00:37,0.04888888888888889
BHMNCPRAN01,600,500,2016-11-14 10:00:37,0.8333333333333334
Broad Street,690,539,2016-11-14 10:00:37,0.7811594202898551
Bull Ring,3053,650,2016-11-14 10:00:37,0.21290533901080905
NIA Car Parks,1268,189,2016-11-14 10:00:37,0.14905362776025236
NIA South,788,184,2016-11-14 10:00:37,0.233502538071066
Others-CCCPS105a,2009,830,2016-11-14 10:00:37,0.4131408661025386
Others-CCCPS119a,2803,369,2016-11-14 10:00:37,0.13164466642882625
Others-CCCPS133,4675,1302,2016-11-14 10:00:37,0.27850267379679144
Others-CCCPS135a,3883,2871,2016-11-14 10:00:37,0.7393767705382436
Others-CCCPS202,2937,975,2016-11-14 10:00:37,0.3319713993871297
Others-CCCPS8,1322,458,2016-11-14 10:00:37,0.3464447806354009
Others-CCCPS98,3103,821,2016-11-14 10:00:37,0.26458266194005803
Shopping,1920,1268,2016-11-14 10:00:37,0.6604166666666667
BHMBCCMKT01,577,99,2016-11-14 10:27:38,0.17157712305025996
BHMBCCPST01,317,96,2016-11-14 10:27:38,0.3028391167192429
BHMBCCSNH01,863,711,2016-11-14 10:27:38,0.8238702201622248
BHMBCCTHL01,387,210,2016-11-14 10:27:38,0.5426356589147286
BHMBRCBRG01,1010,365,2016-11-14 10:27:38,0.3613861386138614
BHMBRCBRG02,1194,324,2016-11-14 10:27:38,0.271356783919598
